user_id,job_id,action_type
549,134,save
791,350,apply
981,396,apply
419,300,apply
354,401,apply
131,356,view
487,479,save
13,398,save
345,316,save
11,139,view
5,296,view
949,402,save
85,388,save
989,80,apply
90,305,apply
300,467,apply
431,441,apply
74,86,view
312,259,apply
366,273,view
30,438,save
904,165,view
676,246,view
444,489,save
97,477,view
423,85,apply
833,300,view
854,306,save
411,323,apply
734,381,apply
394,146,apply
240,214,save
977,498,view
350,264,apply
581,235,view
398,311,view
775,279,view
720,394,view
52,137,view
353,457,apply
311,280,apply
901,31,apply
385,326,view
544,18,apply
605,200,view
616,39,save
265,68,save
557,92,view
83,367,view
85,267,save
414,95,apply
19,350,view
14,73,save
727,258,apply
54,396,apply
862,481,view
598,264,apply
995,4,view
321,457,view
189,29,save
571,484,view
745,488,save
392,429,view
92,99,apply
797,295,view
22,178,view
634,481,view
956,140,view
450,442,apply
314,255,save
210,162,save
807,258,view
43,150,view
10,244,apply
444,478,view
905,29,save
421,355,save
938,373,view
263,138,view
448,395,apply
947,306,save
792,3,apply
536,61,apply
588,360,save
979,86,save
224,153,view
230,101,save
162,399,save
920,27,apply
422,326,view
644,356,save
717,447,apply
727,302,save
836,315,save
686,32,save
171,462,view
442,470,save
456,388,apply
831,23,view
238,188,save
849,45,apply
394,257,apply
249,112,view
849,27,apply
908,279,apply
309,399,save
777,293,apply
430,309,apply
943,146,apply
276,38,save
501,81,view
261,83,view
188,309,apply
406,290,view
914,246,view
399,420,view
11,60,save
182,356,view
663,281,apply
997,282,apply
271,85,apply
155,258,view
774,336,apply
654,151,view
272,185,view
786,251,view
611,95,apply
571,43,save
385,42,apply
986,98,view
806,471,view
355,343,save
846,277,apply
968,353,view
891,133,view
32,61,view
170,379,save
499,226,view
351,442,save
328,84,save
334,262,save
787,188,view
411,254,view
59,231,save
161,93,apply
135,427,view
931,232,apply
893,141,view
540,266,apply
540,47,view
552,127,apply
605,491,apply
101,477,view
543,270,save
576,40,apply
886,323,apply
878,44,save
597,98,save
75,139,save
367,121,save
934,112,save
427,142,view
174,19,view
655,483,view
613,34,save
812,283,save
931,118,apply
994,99,apply
667,243,view
975,346,view
814,54,view
336,183,save
686,202,apply
340,102,apply
65,265,view
630,328,save
835,356,save
202,220,save
886,414,apply
16,347,view
695,321,save
180,387,view
257,49,save
225,158,apply
674,349,save
809,301,apply
926,358,save
59,352,view
392,340,view
482,149,save
455,30,view
941,34,save
197,399,view
715,485,save
751,255,save
485,136,view
324,257,save
918,78,apply
765,271,view
303,109,view
459,385,save
28,81,save
722,250,apply
501,257,save
306,462,view
633,91,apply
873,131,save
869,334,save
267,369,view
184,206,save
338,431,view
586,122,apply
353,474,save
133,97,save
277,285,apply
134,13,save
144,18,view
821,296,apply
29,494,view
897,468,save
710,206,view
255,51,save
248,267,save
882,65,save
249,65,apply
685,321,apply
476,136,save
3,354,apply
504,311,save
820,410,apply
333,107,apply
706,457,view
173,202,apply
401,451,view
284,468,save
494,453,save
14,481,save
52,73,save
957,47,save
208,311,apply
783,436,view
278,10,save
879,347,save
73,457,view
447,386,apply
453,103,apply
26,326,apply
323,245,view
247,26,view
782,328,save
612,152,apply
594,267,save
684,7,view
934,336,apply
741,357,save
876,115,view
655,227,apply
503,168,apply
211,73,view
935,41,apply
202,363,save
40,238,apply
201,156,save
66,59,save
427,426,view
332,244,view
892,162,view
247,197,apply
983,69,save
969,150,apply
183,167,save
855,334,view
73,324,save
730,456,apply
75,282,view
274,266,view
358,247,save
464,185,apply
589,478,save
903,143,view
666,37,apply
887,305,view
768,158,apply
495,83,view
521,86,save
608,213,apply
567,243,apply
661,52,save
200,274,save
869,392,apply
890,205,apply
465,227,apply
688,480,view
724,373,save
899,345,save
505,128,save
43,25,apply
31,152,view
657,158,view
111,250,apply
840,444,view
106,36,apply
206,430,apply
808,82,apply
905,473,view
337,264,view
82,85,view
989,471,save
343,241,apply
180,85,view
765,301,save
240,55,apply
471,499,view
356,334,view
557,253,view
823,192,save
547,351,view
64,297,apply
564,73,view
708,150,apply
244,11,save
193,295,view
326,461,view
39,462,view
718,123,save
637,423,apply
254,88,apply
411,379,apply
324,61,save
561,429,apply
84,241,view
242,339,save
789,153,save
395,242,view
257,435,apply
574,101,view
996,258,apply
575,192,view
675,283,view
426,100,view
878,273,view
680,147,view
88,239,apply
971,149,view
970,465,view
873,125,save
228,258,save
919,251,save
848,38,apply
268,93,view
901,47,save
838,237,apply
319,344,view
526,304,save
646,143,save
365,432,view
173,36,view
470,254,apply
649,304,save
953,163,save
456,19,save
421,495,view
195,11,apply
675,212,save
890,391,save
42,98,view
737,427,save
556,215,apply
696,64,apply
592,359,save
30,264,save
643,17,apply
919,136,view
473,339,apply
519,322,apply
39,118,apply
328,23,apply
522,128,apply
597,452,view
836,482,apply
775,468,view
283,105,view
951,285,apply
793,160,view
256,77,save
39,379,save
304,324,apply
122,399,save
678,402,apply
623,290,save
714,186,view
229,173,apply
277,421,save
270,446,save
166,244,apply
849,157,apply
275,67,view
847,135,view
810,181,apply
647,30,save
13,488,view
517,288,apply
318,213,view
625,298,apply
72,52,view
239,336,apply
853,59,view
990,48,save
220,281,view
466,100,save
67,34,view
927,317,save
382,245,apply
792,154,save
359,132,view
911,406,apply
564,329,save
164,395,save
484,112,save
164,97,view
252,148,view
532,404,save
892,310,view
888,154,view
366,468,apply
62,399,save
40,334,apply
491,164,save
27,344,apply
468,128,save
256,184,view
450,308,save
771,39,save
609,391,save
946,417,view
604,187,apply
793,285,view
950,312,view
74,268,save
186,397,apply
672,2,apply
378,418,save
429,225,apply
169,476,save
246,56,save
79,54,save
971,317,apply
989,92,view
24,241,save
742,419,apply
597,387,view
646,351,apply
657,25,apply
869,490,apply
712,27,view
69,152,apply
796,337,apply
95,160,save
291,497,apply
190,79,view
374,103,view
921,22,apply
233,441,apply
640,375,save
740,469,view
364,130,apply
322,391,view
803,15,save
636,201,save
681,247,apply
47,399,apply
647,422,apply
972,147,view
594,461,save
782,466,view
696,55,apply
308,49,apply
201,346,view
88,241,save
420,132,save
673,142,apply
922,152,view
380,439,view
823,126,save
526,52,apply
385,451,view
392,278,apply
570,326,apply
281,52,save
594,409,apply
650,474,apply
662,172,apply
225,179,save
551,96,apply
883,191,save
378,352,save
601,391,view
79,408,apply
294,205,save
818,373,apply
152,454,apply
673,13,view
696,210,view
899,385,apply
548,315,apply
949,216,apply
213,149,apply
645,139,apply
912,98,view
522,484,apply
2,494,view
671,305,view
833,116,view
69,68,view
308,339,view
636,158,save
120,148,view
951,394,apply
787,477,apply
678,433,save
473,479,apply
733,74,view
640,304,view
597,243,save
255,23,view
846,112,apply
856,431,save
897,51,view
706,155,save
456,274,apply
957,264,view
61,193,apply
253,433,apply
233,73,apply
177,478,apply
680,358,apply
796,237,view
883,320,apply
761,222,apply
467,277,save
178,135,apply
451,98,apply
601,211,apply
659,333,save
1,306,view
195,59,save
645,403,save
690,490,apply
659,247,save
261,195,view
495,336,apply
727,251,save
784,430,save
95,467,view
598,45,apply
223,456,view
77,15,view
608,104,view
631,290,apply
780,497,view
821,159,view
50,370,view
571,399,apply
672,304,save
185,491,save
138,39,save
349,39,view
143,445,view
860,254,apply
763,50,save
896,404,save
249,143,save
838,374,save
397,160,apply
2,199,view
729,260,view
267,289,view
270,411,view
952,352,apply
575,211,save
406,317,apply
88,477,save
415,437,apply
760,472,apply
542,297,save
305,343,apply
907,182,save
73,338,apply
985,239,view
20,267,save
1000,322,apply
706,73,save
691,198,save
911,461,apply
666,48,save
976,288,view
916,425,view
929,102,view
357,254,apply
798,34,apply
774,178,save
755,403,save
184,24,view
943,168,view
528,480,apply
244,115,apply
242,234,view
243,112,apply
505,257,apply
585,109,view
293,473,view
573,208,view
80,267,save
303,159,save
724,413,save
378,45,apply
64,387,save
919,210,save
619,348,apply
775,311,apply
701,329,save
636,26,apply
105,493,apply
121,162,save
632,309,save
593,30,save
550,133,apply
790,31,view
35,257,view
901,339,view
632,397,apply
78,261,view
39,361,save
199,296,apply
745,363,view
78,322,view
382,302,view
969,459,save
130,112,apply
977,271,apply
366,169,apply
137,353,apply
359,277,view
940,288,view
485,405,apply
758,23,apply
267,32,apply
19,492,apply
873,100,apply
437,491,view
712,316,view
806,415,save
816,422,save
772,340,apply
738,323,save
4,32,view
44,449,save
568,173,apply
152,48,save
66,180,save
686,203,save
778,461,apply
563,266,view
544,7,apply
507,108,view
839,394,view
987,157,save
823,229,view
418,167,view
694,23,apply
693,54,apply
701,131,apply
341,37,view
311,1,apply
723,332,save
173,329,apply
31,126,apply
604,120,apply
934,434,save
287,155,save
575,1,view
232,300,view
625,13,apply
355,208,view
584,83,apply
717,158,apply
379,264,save
59,181,view
759,87,view
940,186,save
32,36,view
583,328,apply
55,34,view
367,316,view
361,462,view
195,128,view
699,208,apply
460,2,apply
177,308,view
547,473,save
769,247,save
569,168,save
88,114,apply
962,297,save
417,50,apply
52,317,view
7,178,apply
835,201,save
40,369,view
385,51,save
873,112,apply
639,94,save
429,392,apply
457,105,apply
642,71,view
903,218,view
40,59,save
961,250,apply
260,384,apply
180,196,apply
358,259,apply
176,456,save
948,192,save
850,423,apply
507,321,save
186,117,apply
56,210,save
880,109,view
268,34,apply
164,274,view
136,36,save
113,232,view
55,387,apply
185,114,apply
487,242,view
384,284,view
865,468,apply
953,18,apply
75,355,save
694,32,apply
325,437,view
487,286,apply
703,257,view
787,345,apply
826,64,save
114,272,save
530,425,save
779,259,save
315,407,save
233,137,save
412,354,save
691,304,apply
776,15,save
520,90,view
55,426,view
55,21,apply
602,200,apply
282,64,view
807,9,save
974,26,save
61,213,apply
674,417,apply
159,497,view
504,452,save
945,233,apply
562,51,apply
277,245,save
965,480,save
778,169,save
865,159,view
564,323,save
600,208,apply
383,282,save
625,104,apply
444,247,save
739,46,apply
317,150,apply
187,426,apply
979,281,view
294,389,view
153,477,apply
522,36,view
506,120,save
704,171,save
902,83,view
733,8,apply
259,279,apply
33,187,save
47,163,view
776,297,view
769,371,view
206,165,apply
162,157,apply
691,298,save
13,264,save
617,104,view
358,108,save
641,356,save
262,224,apply
512,420,view
639,99,save
498,311,save
654,475,save
285,119,apply
659,61,save
848,310,view
838,150,view
390,337,view
403,294,view
886,431,view
855,457,apply
490,440,apply
982,384,view
622,255,view
197,198,save
274,436,save
193,70,apply
604,76,view
704,113,save
547,382,view
623,308,view
790,43,save
447,128,view
669,87,save
747,193,apply
669,85,view
147,434,apply
657,97,view
237,420,save
745,99,save
929,475,save
918,4,apply
597,464,view
934,138,view
824,4,apply
924,257,save
966,15,save
639,238,view
129,15,view
162,335,apply
932,447,apply
970,462,save
604,157,save
194,411,view
686,491,view
952,473,apply
96,21,view
139,456,save
679,382,apply
325,229,apply
45,39,apply
442,231,save
18,246,apply
795,407,view
602,304,apply
746,395,view
137,210,save
718,284,save
203,335,save
440,28,save
913,338,save
321,471,apply
910,469,apply
74,447,save
923,74,apply
177,289,view
107,154,save
327,62,save
166,470,apply
280,288,save
280,370,save
589,282,save
526,391,view
214,479,view
115,220,view
414,135,view
537,234,view
460,74,save
993,17,view
715,477,view
745,383,apply
748,489,save
897,177,apply
755,419,view
120,445,view
543,5,apply
618,127,view
359,211,apply
8,258,save
142,414,view
346,214,save
271,433,save
931,376,view
828,176,view
396,108,save
753,348,view
540,280,apply
730,96,save
279,403,save
542,308,apply
844,117,apply
366,41,save
852,37,save
46,307,view
502,361,view
824,485,apply
616,94,view
220,245,view
397,241,apply
339,281,save
700,65,view
660,272,view
875,66,save
347,117,save
426,463,save
233,374,apply
962,323,apply
32,148,save
175,475,view
989,473,view
106,479,apply
915,360,save
297,96,apply
117,495,view
732,70,view
218,40,apply
659,160,apply
797,210,apply
132,281,apply
827,415,view
748,232,apply
510,326,save
191,114,view
264,382,apply
167,347,save
122,151,save
603,337,save
680,62,save
593,183,save
387,11,apply
42,114,apply
331,450,apply
529,66,apply
884,4,save
21,304,save
638,298,view
726,154,save
986,28,view
691,226,save
320,417,save
25,68,view
758,91,apply
198,229,view
144,313,save
487,28,apply
390,254,apply
510,279,apply
829,371,apply
514,181,apply
130,430,apply
868,108,view
793,172,apply
54,427,save
984,219,apply
216,274,save
189,255,view
40,431,view
340,96,apply
148,167,view
8,213,view
244,315,save
122,203,view
820,371,apply
956,497,apply
939,197,apply
480,245,apply
805,289,save
944,386,apply
640,115,apply
500,369,apply
870,1,save
121,396,save
39,385,view
637,156,view
933,69,apply
786,216,apply
575,57,view
506,475,view
910,212,apply
85,497,save
352,195,save
288,131,apply
608,348,view
553,104,view
104,203,apply
371,486,view
741,449,view
637,190,view
147,141,apply
526,108,view
12,291,save
625,328,apply
896,459,save
365,349,view
572,494,apply
248,89,apply
261,390,save
964,290,save
253,91,apply
594,169,view
103,325,save
359,466,save
100,163,apply
139,61,apply
564,479,view
805,126,save
634,172,save
128,55,view
476,325,save
50,208,view
495,308,view
869,371,view
653,172,save
915,117,save
655,137,save
541,89,apply
632,262,apply
709,111,save
762,119,save
369,434,save
420,363,view
816,297,apply
503,13,apply
938,499,view
570,409,apply
265,329,save
668,63,view
133,88,view
850,445,view
604,297,save
346,265,apply
358,493,save
317,222,save
784,369,apply
317,12,save
303,376,view
748,371,apply
718,147,view
869,276,save
504,418,apply
957,360,view
213,125,apply
868,277,apply
973,303,view
915,130,apply
811,290,save
815,51,apply
67,399,apply
660,100,save
912,313,apply
737,30,view
443,77,view
919,102,apply
264,412,apply
550,161,save
965,378,save
139,187,apply
430,139,save
373,209,view
77,10,view
633,478,save
610,70,view
992,346,save
36,276,apply
761,247,view
751,145,view
943,179,view
955,242,save
352,255,save
455,19,save
633,215,apply
550,188,save
101,317,view
370,499,view
580,399,save
649,116,save
848,319,apply
731,124,apply
86,53,apply
87,352,view
797,25,view
46,229,save
766,489,view
292,434,view
342,457,save
873,220,apply
253,6,apply
85,246,apply
615,91,apply
62,382,apply
215,325,save
586,460,save
509,5,view
213,357,view
950,440,view
58,477,save
80,272,apply
678,213,view
595,470,save
471,189,save
50,287,save
546,381,view
147,334,save
258,337,save
218,456,view
92,118,apply
986,488,view
423,82,apply
825,416,view
932,148,apply
420,420,apply
212,67,save
642,389,view
701,417,save
281,479,view
334,257,apply
348,110,apply
843,372,view
282,403,save
747,72,apply
877,37,save
21,90,apply
750,46,apply
626,285,save
652,446,apply
234,294,save
677,402,view
553,166,apply
346,237,apply
525,73,save
86,99,view
473,400,apply
969,300,save
691,437,apply
507,2,save
448,257,save
352,277,view
785,338,apply
72,87,view
485,370,apply
409,169,save
664,168,view
635,226,save
545,322,view
965,122,save
301,76,view
623,93,save
447,111,apply
620,80,apply
116,154,apply
278,213,apply
876,310,save
496,476,save
704,166,view
411,446,apply
998,362,view
269,94,view
290,79,save
287,10,apply
401,64,save
466,358,apply
246,260,apply
754,89,save
887,265,save
543,324,view
703,435,apply
626,182,apply
650,214,view
580,154,save
914,176,save
786,381,view
545,378,save
348,204,save
544,19,view
296,347,apply
691,325,save
806,188,view
186,191,save
400,196,save
537,150,save
85,205,view
997,476,view
19,79,view
323,320,view
879,125,apply
983,401,view
276,208,apply
567,457,view
744,133,apply
708,289,view
339,83,apply
80,3,view
905,377,apply
861,359,apply
769,494,apply
353,314,apply
972,265,apply
346,344,save
129,454,apply
653,116,apply
80,500,view
393,301,save
330,161,apply
183,428,apply
887,349,view
30,310,save
603,162,apply
720,362,save
454,448,save
204,295,apply
889,84,save
254,122,save
633,54,save
886,259,apply
537,163,view
589,427,save
421,485,save
159,319,save
690,392,save
450,241,view
102,209,apply
551,327,save
641,3,apply
167,6,save
345,69,apply
738,267,save
537,45,save
276,287,save
187,218,view
577,134,view
652,237,view
765,78,save
842,121,view
551,443,save
825,88,apply
783,298,view
624,285,view
288,478,view
254,443,save
977,49,save
585,494,view
652,112,save
435,90,apply
979,469,view
535,457,save
18,166,view
89,104,apply
165,62,view
199,71,save
493,401,save
370,358,save
957,218,view
43,427,save
74,80,apply
915,353,view
891,10,view
7,275,save
648,141,apply
720,36,view
429,7,save
867,382,view
978,423,save
769,219,apply
245,365,save
740,423,view
299,285,view
518,89,apply
168,9,apply
226,56,apply
426,475,apply
45,279,view
613,273,view
963,105,view
380,338,save
614,114,apply
238,426,apply
771,3,view
387,441,save
565,461,view
82,16,save
577,475,apply
575,165,apply
373,46,save
510,475,view
160,68,apply
267,422,view
939,73,save
500,341,view
110,307,save
971,365,view
968,439,apply
168,344,save
922,331,apply
891,411,apply
434,353,view
762,498,save
784,92,view
604,210,save
158,414,save
94,111,save
252,204,view
828,204,save
382,106,apply
306,237,save
982,49,save
486,342,apply
612,409,apply
99,115,apply
795,421,apply
976,441,save
299,344,apply
439,113,view
116,211,save
409,413,save
805,307,apply
738,493,view
760,376,apply
36,197,view
239,283,save
183,106,save
784,192,view
391,451,view
988,382,apply
562,52,save
495,412,save
486,88,view
135,395,apply
57,385,save
249,61,apply
329,266,apply
272,62,save
629,58,save
33,350,save
934,92,view
367,354,view
921,438,view
823,282,view
260,164,save
836,302,view
101,51,apply
899,376,view
646,426,apply
847,225,apply
756,432,view
410,413,save
389,479,apply
762,164,apply
980,470,apply
155,188,view
679,334,save
987,253,apply
345,492,save
297,210,apply
388,53,save
188,223,view
226,126,view
94,89,save
473,94,save
205,333,save
492,47,view
273,122,save
543,75,save
570,479,view
757,50,apply
891,429,save
615,19,apply
943,387,view
363,361,view
556,352,apply
14,389,save
409,48,apply
551,462,apply
512,73,save
261,49,save
222,199,view
714,195,save
353,436,view
570,334,save
612,119,view
368,396,view
137,352,save
592,279,view
237,108,apply
121,480,view
5,90,apply
178,430,save
68,193,view
507,33,apply
783,164,apply
168,459,apply
432,140,apply
901,282,view
208,110,save
932,191,apply
629,78,save
581,214,apply
890,473,view
560,393,apply
235,118,apply
248,244,save
521,227,apply
599,463,view
657,88,view
513,295,apply
908,134,save
108,1,apply
414,500,apply
41,237,apply
756,387,apply
46,229,view
634,114,apply
919,159,save
622,18,view
623,187,save
808,33,save
522,371,save
463,474,save
511,452,save
507,80,save
500,219,apply
86,109,view
839,338,view
40,326,save
830,460,view
403,218,apply
580,150,save
399,265,apply
191,382,save
860,281,view
74,191,view
920,147,apply
367,76,apply
762,282,view
313,189,apply
614,299,view
432,484,apply
14,114,apply
30,303,save
165,154,view
46,412,view
329,72,apply
819,343,save
123,188,view
461,427,apply
702,399,apply
774,88,apply
453,117,view
881,427,view
125,32,view
754,50,save
821,344,view
490,12,save
653,481,view
789,178,save
423,258,view
994,399,save
973,240,apply
11,352,save
878,451,view
625,441,apply
681,184,apply
640,8,save
233,367,apply
769,335,save
940,94,view
272,98,apply
646,348,save
248,21,save
221,444,apply
811,63,view
271,425,apply
710,208,apply
173,279,apply
717,393,apply
433,27,save
579,433,view
432,379,view
513,478,save
70,203,apply
380,485,apply
961,394,view
757,457,apply
426,492,view
115,164,save
527,303,apply
179,238,apply
351,258,apply
267,464,apply
354,346,apply
457,288,view
56,217,save
248,183,apply
350,68,save
819,188,save
427,134,view
252,139,apply
209,339,apply
478,175,apply
396,260,apply
156,26,save
107,100,save
899,9,save
761,104,view
482,50,view
446,60,view
512,175,view
56,200,apply
526,393,save
119,128,view
944,319,save
966,387,save
148,118,view
342,440,apply
823,102,save
352,262,apply
196,247,apply
36,101,save
947,43,view
618,416,apply
255,302,view
149,185,view
27,475,save
90,480,apply
280,457,view
5,24,apply
900,18,save
714,18,view
383,323,save
649,436,view
870,312,view
496,412,view
821,4,save
353,112,apply
862,83,apply
217,242,save
310,55,save
360,290,apply
53,100,view
311,358,view
758,212,view
916,401,apply
346,271,apply
874,274,apply
194,327,apply
718,232,save
307,113,view
490,90,apply
863,219,apply
543,334,view
627,265,save
498,29,apply
28,312,apply
157,186,view
673,166,apply
652,110,save
684,352,save
545,140,view
294,184,view
959,78,apply
695,254,apply
443,373,save
624,449,apply
44,342,view
121,227,save
135,450,save
959,480,view
940,119,apply
133,111,save
891,490,save
993,397,view
126,94,save
163,383,apply
484,145,save
221,329,view
233,9,view
942,125,apply
909,259,apply
166,239,view
404,288,apply
360,300,view
933,450,apply
987,187,view
86,483,save
316,454,view
863,226,apply
548,320,apply
972,87,save
598,175,apply
24,271,save
399,411,apply
318,109,save
577,267,view
343,11,save
656,334,view
390,490,save
656,75,save
71,264,save
524,88,view
383,69,save
232,361,view
172,11,view
147,73,save
61,28,save
519,235,save
34,295,apply
146,161,apply
589,240,view
305,171,view
8,284,save
22,360,view
171,394,save
314,116,view
60,101,apply
262,429,view
632,365,save
90,151,apply
470,340,apply
205,1,save
55,397,apply
726,57,view
767,342,apply
489,380,view
319,14,apply
759,395,apply
109,487,save
400,246,apply
141,89,view
837,454,apply
233,297,view
881,397,apply
606,442,view
320,289,save
41,141,view
781,300,view
667,230,apply
340,304,apply
435,50,view
661,302,save
606,407,view
626,360,view
140,354,save
390,169,save
71,390,apply
896,260,apply
852,391,apply
847,255,apply
932,221,apply
301,286,view
545,396,save
1000,235,apply
455,240,view
602,3,apply
908,374,view
761,420,apply
85,14,save
578,298,apply
659,64,save
479,125,save
349,480,save
119,185,view
587,208,view
484,441,view
904,101,view
123,379,view
376,27,save
104,292,apply
474,224,view
269,332,apply
581,44,apply
878,350,save
641,320,view
373,229,save
233,446,view
401,252,save
954,336,view
536,143,view
472,122,save
541,488,save
765,350,save
302,389,apply
461,118,save
196,78,view
870,226,view
220,223,apply
488,329,save
454,485,apply
954,353,save
620,198,view
749,166,apply
476,417,save
945,385,apply
917,152,save
64,212,view
78,43,save
976,316,apply
740,457,view
973,124,apply
463,59,apply
395,416,view
970,141,save
304,11,view
408,489,view
176,217,save
883,222,view
886,122,save
44,346,save
957,275,apply
999,180,save
915,206,view
806,430,save
561,447,view
145,185,apply
74,45,save
217,196,view
924,289,apply
203,281,save
195,59,view
634,192,apply
726,80,save
223,185,view
430,202,apply
723,405,apply
101,164,apply
144,340,save
64,476,apply
4,478,save
256,47,save
728,336,view
232,266,save
919,355,view
684,115,apply
405,456,apply
200,229,save
163,459,save
337,484,view
393,360,apply
92,219,view
859,493,save
364,76,view
482,280,apply
750,32,save
744,483,view
292,333,apply
564,171,view
713,87,apply
831,388,apply
190,118,save
675,358,view
133,90,save
944,226,save
945,248,save
307,163,save
654,381,view
433,491,save
395,180,save
676,387,save
511,67,apply
84,323,apply
133,90,save
801,185,save
990,188,apply
174,415,save
16,167,apply
264,198,save
804,11,view
973,310,view
768,389,save
477,226,apply
944,80,apply
800,80,save
128,219,view
937,221,view
213,282,apply
916,323,view
868,214,apply
693,428,apply
265,480,apply
861,40,apply
626,266,view
812,29,apply
380,183,view
806,105,save
961,337,save
488,435,apply
210,135,save
606,85,save
965,381,view
554,225,apply
534,490,apply
926,488,view
419,449,apply
790,496,view
740,393,save
24,258,save
662,133,save
946,471,view
165,286,save
839,309,save
480,196,save
408,435,save
761,442,save
108,329,apply
7,453,apply
813,490,save
607,384,view
997,320,view
872,90,save
564,57,save
620,452,view
583,483,view
963,61,view
156,324,apply
356,54,save
3,304,apply
452,455,save
882,392,save
921,91,apply
154,207,view
341,57,save
469,342,view
851,43,view
93,204,view
258,421,save
980,45,view
188,322,apply
632,313,view
308,274,save
555,171,apply
699,318,apply
476,102,apply
382,123,apply
356,80,apply
28,318,view
471,111,apply
868,282,apply
756,246,view
374,336,apply
287,469,view
989,90,view
455,99,apply
495,307,apply
959,162,apply
915,73,save
65,420,apply
377,124,save
934,364,save
796,486,view
959,190,save
763,100,view
573,91,save
84,196,save
784,95,view
646,38,view
973,343,view
375,346,view
327,444,apply
690,189,save
316,286,view
428,232,apply
18,48,save
318,413,save
182,183,save
357,57,view
412,130,save
974,112,save
238,495,view
637,271,save
129,442,view
148,260,save
183,164,apply
157,319,save
238,486,view
836,125,save
34,311,view
717,456,save
978,267,view
687,130,apply
578,176,save
959,104,save
631,405,save
965,279,view
560,72,apply
924,338,view
376,145,save
346,348,view
749,89,apply
368,5,apply
261,441,view
234,101,apply
784,172,save
228,54,save
197,175,view
354,116,view
749,322,save
708,147,apply
762,462,apply
958,135,save
225,363,save
177,8,save
503,363,view
575,133,apply
28,16,save
685,497,view
278,364,view
971,266,apply
824,23,view
928,69,view
775,362,save
801,362,save
43,206,apply
192,90,view
228,218,save
94,340,view
180,167,apply
573,25,view
736,165,apply
18,142,save
756,442,apply
261,330,save
848,184,save
508,360,view
240,51,apply
701,279,apply
582,381,apply
560,353,view
446,315,apply
19,446,view
319,291,apply
838,302,save
473,164,save
381,193,view
529,25,view
478,414,view
727,362,save
972,281,save
305,142,view
172,464,apply
965,50,save
850,329,save
835,104,view
850,458,save
235,328,apply
210,451,apply
56,303,view
484,19,view
945,2,view
337,435,save
437,67,view
334,380,view
643,217,save
923,176,save
696,306,save
759,333,apply
104,204,apply
142,295,view
965,284,view
939,397,view
601,53,save
92,338,apply
975,359,view
599,76,view
373,216,save
593,313,view
948,230,apply
141,208,save
502,87,apply
649,332,view
189,477,view
65,87,apply
417,58,apply
355,203,view
872,354,view
245,298,view
240,278,save
208,353,save
643,259,view
840,295,view
147,291,apply
107,318,view
167,3,view
278,261,save
22,460,view
782,227,save
762,79,view
193,234,view
88,216,apply
206,315,apply
892,342,apply
138,329,save
111,337,view
200,68,save
225,46,view
453,495,view
898,409,view
921,61,apply
346,172,apply
8,185,view
772,461,view
903,105,view
789,259,view
6,323,save
148,7,save
474,344,save
81,224,apply
841,120,apply
549,420,apply
499,53,view
963,20,view
493,406,view
423,285,apply
580,153,view
472,10,apply
292,95,save
482,453,apply
733,424,apply
180,310,save
543,410,save
148,53,apply
809,316,view
352,462,apply
501,69,apply
891,5,save
540,469,save
823,136,apply
326,57,save
185,464,save
190,350,view
629,29,save
950,198,view
178,86,view
231,429,view
481,214,apply
735,5,view
586,278,view
906,152,apply
638,111,save
87,104,apply
965,486,save
159,473,view
992,245,apply
49,95,view
755,364,view
736,268,apply
21,300,view
372,312,apply
463,481,view
562,145,apply
295,299,save
160,83,save
499,8,apply
46,395,save
366,172,apply
765,326,view
9,186,save
835,183,apply
569,87,save
604,15,save
649,177,apply
182,338,apply
413,218,apply
149,245,view
674,354,apply
495,81,view
914,5,view
84,438,save
935,187,view
639,181,view
15,289,apply
410,185,apply
93,6,apply
707,120,save
620,195,apply
789,486,view
957,356,save
625,265,apply
899,404,view
920,242,apply
781,381,apply
614,142,save
644,478,save
124,465,save
648,369,apply
412,470,save
653,39,view
548,478,apply
481,430,save
158,99,save
776,251,save
785,57,view
662,312,apply
344,196,apply
80,479,view
585,427,save
859,482,view
869,54,apply
108,420,apply
726,338,save
227,147,apply
183,405,save
752,175,view
134,325,apply
919,165,save
77,459,save
837,334,save
629,186,apply
838,476,apply
845,238,view
875,52,view
479,56,view
169,370,apply
452,37,view
86,270,save
962,326,save
234,71,apply
953,428,apply
121,27,apply
253,238,save
298,365,view
826,145,apply
333,114,save
483,302,view
657,145,save
930,478,apply
399,357,apply
470,322,apply
791,10,save
415,493,apply
822,393,view
55,94,apply
85,43,view
928,269,apply
797,352,save
549,211,save
279,269,apply
301,60,apply
487,9,save
992,362,save
514,277,save
182,351,save
405,57,save
509,26,save
465,334,save
830,487,save
108,485,save
263,436,view
865,396,save
849,347,save
328,3,view
651,344,apply
121,35,apply
544,202,save
450,155,view
101,174,apply
61,239,view
5,370,apply
403,383,apply
915,488,save
272,176,view
157,307,save
266,375,apply
945,171,view
758,399,save
429,40,save
15,38,view
415,108,view
57,148,apply
364,478,apply
35,480,view
821,351,apply
455,486,view
87,178,view
307,174,view
459,434,view
745,427,apply
182,346,view
802,98,apply
386,239,view
551,333,apply
425,485,view
731,386,view
76,367,save
624,110,save
244,267,save
33,316,view
204,177,save
847,310,apply
248,409,save
772,340,view
308,299,apply
246,324,apply
334,141,apply
108,360,view
747,403,view
878,25,save
608,338,view
169,450,save
